8.397371322408986316e+01,1.110323958732435017e+02
7.889388559063051787e+01,1.065661667935456762e+02
8.518150830480553282e+01,1.097550609822714023e+02
9.218423885126421169e+01,1.165338958884402700e+02
7.812677300221331222e+01,1.089380628463198946e+02
7.812690434440655451e+01,1.087387028448763289e+02
9.263370252405913163e+01,1.139017864679902061e+02
8.613947783322326757e+01,1.110652619482315231e+02
7.624420491252038801e+01,1.064090498103193596e+02
8.434048034868771992e+01,1.125553784634573447e+02
7.629265845750030905e+01,1.048172465988096036e+02
7.627416197143794818e+01,1.053931792295351357e+02
8.193569817252827647e+01,1.069487489555049109e+02
6.469375804273761332e+01,9.642384157748122675e+01
6.620065733989574142e+01,1.013454460487258331e+02
7.550169976607222111e+01,1.080134999167849799e+02
7.189735103732461141e+01,1.029943903792340905e+02
8.251397866076219145e+01,1.115154529922413644e+02
7.273580739583030663e+01,1.043647564875934535e+02
6.870157038931766635e+01,9.993070272438035317e+01
9.172519015137243059e+01,1.157579053018402817e+02
7.819378959610772029e+01,1.099923468905965649e+02
8.054022563750338293e+01,1.082524833042821228e+02
6.860201451029234931e+01,1.042904960178034202e+02
7.564493820379854583e+01,1.001474727140996350e+02
8.088738071767893700e+01,1.101762334393578158e+02
7.079205138062158653e+01,1.026493249648492849e+02
8.300558414676537211e+01,1.092053357871274955e+02
7.519489048064956194e+01,1.053004558414607459e+02
7.766645000165378576e+01,1.026247321717904839e+02
7.518634710216483086e+01,1.046724644856238626e+02
9.481822547607150398e+01,1.176051604286663945e+02
7.989202220209652694e+01,1.108910014107409410e+02
7.153831256835279362e+01,1.018864471044643807e+02
8.658035929682550602e+01,1.103312283723089280e+02
7.023325080023182920e+01,1.011364363929700261e+02
8.167090876003804567e+01,1.108333494914269721e+02
6.432263900896180076e+01,9.925108562469645790e+01
6.937451160881255419e+01,1.005651865577534494e+02
8.157488988695298815e+01,1.099714687983985044e+02
8.590773263996328524e+01,1.117387946826740404e+02
8.137094624951976130e+01,1.107598577307776395e+02
7.907481374089408632e+01,1.060407820567817510e+02
7.759117043528569013e+01,1.058993779679758802e+02
6.817182407706057745e+01,1.001188781399720256e+02
7.424124633284233710e+01,1.016177179034411608e+02
7.631488983232171108e+01,1.063811744535221777e+02
8.845697780975132218e+01,1.135962972302105669e+02
8.274894631654768773e+01,1.096595947032135427e+02
6.589567875709812483e+01,9.906823298750857987e+01
